地域コード	地域	人口	面積（km2）	人口密度（1km2当たり）	世帯数
34215	江田島市	24339	100.7	241.7	10741
34300	安芸郡	116222	73.66	1577.8	47917
34302	府中町	51053	10.41	4904.2	21109
34304	海田町	28667	13.79	2078.8	12246
34307	熊野町	23755	33.76	703.6	9430
34309	坂町	12747	15.69	812.4	5132
34360	山県郡	25390	988.09	25.7	10509
34368	安芸太田町	6472	341.89	18.9	2781
34369	北広島町	18918	646.2	29.3	7728
34420	豊田郡	7992	43.11	185.4	3898
34431	大崎上島町	7992	43.11	185.4	3898
34460	世羅郡	16337	278.14	58.7	6242
34462	世羅町	16337	278.14	58.7	6242
34540	神石郡	9217	381.98	24.1	3533
34545	神石高原町	9217	381.98	24.1	3533
35000	山口県	1404729	6112.3	229.8	598834
35001	市部	1346864	5727.99	235.1	574170
35002	郡部	57865	384.31	150.6	24664
35201	下関市	268517	715.89	375.1	116298
35202	宇部市	169429	286.65	591.1	73225
35203	山口市	197422	1023.23	192.9	84994
35204	萩市	49560	698.31	71	21620
35206	防府市	115942	189.37	612.3	47573
35207	下松市	55812	89.35	624.6	23757
35208	岩国市	136757	873.72	156.5	59080
35210	光市	51369	92.13	557.6	20953
35211	長門市	35439	357.29	99.2	14666
35212	柳井市	32945	140.05	235.2	14170
35213	美祢市	26159	472.64	55.3	10095
35215	周南市	144842	656.29	220.7	61999
35216	山陽小野田市	62671	133.09	470.9	25740
35300	大島郡	17199	138.09	124.5	8038
35305	周防大島町	17199	138.09	124.5	8038
35320	玖珂郡	6285	10.58	594	2593
35321	和木町	6285	10.58	594	2593
35340	熊毛郡	30918	119.69	258.3	12541
35341	上関町	2803	34.69	80.8	1459
35343	田布施町	15317	50.42	303.8	6131
35344	平生町	12798	34.58	370.1	4951
35500	阿武郡	3463	115.95	29.9	1492
35502	阿武町	3463	115.95	29.9	1492
36000	徳島県	755733	4146.65	182.3	305754
36001	市部	565434	2075.32	272.5	232248
36002	郡部	190299	2071.33	91.9	73506
36201	徳島市	258554	191.25	1351.9	115015
36202	鳴門市	59101	135.66	435.7	23234
36203	小松島市	38755	45.37	854.2	15233
36204	阿南市	73019	279.25	261.5	27193
36205	吉野川市	41466	144.14	287.7	15714
36206	阿波市	37202	191.11	194.7	13108
36207	美馬市	30501	367.14	83.1	11440
36208	三好市	26836	721.42	37.2	11311
36300	勝浦郡	6846	179.46	38.1	2592
36301	勝浦町	5301	69.83	75.9	1860
36302	上勝町	1545	109.63	14.1	732
36320	名東郡	2289	42.28	54.1	793
36321	佐那河内村	2289	42.28	54.1	793
36340	名西郡	30890	202.16	152.8	11483
36341	石井町	25590	28.85	887	9327
36342	神山町	5300	173.3	30.6	2156
36360	那賀郡	8402	694.98	12.1	3481
36368	那賀町	8402	694.98	12.1	3481
36380	海部郡	20634	525.07	39.3	8970
36383	牟岐町	4259	56.62	75.2	1871
36387	美波町	7092	140.8	50.4	2901
36388	海陽町	9283	327.65	28.3	4198
36400	板野郡	97673	110.06	887.5	37024
36401	松茂町	15204	14.24	1067.7	5881
36402	北島町	22446	8.74	2568.2	8824
36403	藍住町	34626	16.27	2128.2	13133
36404	板野町	13358	36.22	368.8	4930
36405	上板町	12039	34.58	348.1	4256
36460	美馬郡	8927	194.84	45.8	3838
36468	つるぎ町	8927	194.84	45.8	3838
36480	三好郡	14638	122.48	119.5	5325
36489	東みよし町	14638	122.48	119.5	5325
37000	香川県	976263	1876.72	520.2	398551
37001	市部	823085	1271.62	647.3	337176
37002	郡部	153178	605.11	253.1	61375
37201	高松市	420748	375.41	1120.8	182047
37202	丸亀市	110010	111.78	984.2	43853
37203	坂出市	53164	92.49	574.8	21361
37204	善通寺市	32927	39.93	824.6	12977
37205	観音寺市	59409	117.84	504.1	21984
37206	さぬき市	50272	158.63	316.9	19752
37207	東かがわ市	31031	152.83	203	12441
37208	三豊市	65524	222.71	294.2	22761
37320	小豆郡	28864	169.96	169.8	12472
37322	土庄町	14002	74.37	188.3	6061
37324	小豆島町	14862	95.59	155.5	6411
37340	木田郡	27684	75.78	365.3	10667
37341	三木町	27684	75.78	365.3	10667
37360	香川郡	3139	14.22	220.7	1519
37364	直島町	3139	14.22	220.7	1519
37380	綾歌郡	42562	117.84	361.2	17013
37386	宇多津町	18952	8.1	2339.8	8465
37387	綾川町	23610	109.75	215.1	8548
37400	仲多度郡	50929	227.3	224.1	19704
37403	琴平町	9186	8.47	1084.5	3708
37404	多度津町	23366	24.38	958.4	9551
37406	まんのう町	18377	194.45	94.5	6445
38000	愛媛県	1385262	5676.11	244.1	591972
38001	市部	1255330	3967.31	316.4	537991
38002	郡部	129932	1708.8	76	53981
38201	松山市	514865	429.37	1199.1	230509
38202	今治市	158114	419.13	377.2	67105
38203	宇和島市	77465	468.16	165.5	32732
38204	八幡浜市	34951	132.68	263.4	14995
38205	新居浜市	119903	234.46	511.4	50653
38206	西条市	108174	509.98	212.1	44595
38207	大洲市	44086	432.22	102	18057
38210	伊予市	36827	194.44	189.4	14003
38213	四国中央市	87413	421.24	207.5	34999
38214	西予市	38919	514.34	75.7	16365
38215	東温市	34613	211.3	163.8	13978
38340	越智郡	7135	30.38	234.9	3386
38356	上島町	7135	30.38	234.9	3386
38380	上浮穴郡	8447	583.69	14.5	4052
38386	久万高原町	8447	583.69	14.5	4052
38400	伊予郡	51303	121.99	420.6	19881
38401	松前町	30064	20.41	1473	11525
38402	砥部町	21239	101.59	209.1	8356
38420	喜多郡	16742	299.43	55.9	6475
38422	内子町	16742	299.43	55.9	6475
38440	西宇和郡	9626	93.98	102.4	4488
38442	伊方町	9626	93.98	102.4	4488
38480	北宇和郡	14777	340.34	43.4	6289
38484	松野町	4072	98.45	41.4	1675
38488	鬼北町	10705	241.88	44.3	4614
38500	南宇和郡	21902	238.99	91.6	9410
38506	愛南町	21902	238.99	91.6	9410
39000	高知県	728276	7103.93	102.5	319011
39001	市部	595389	3075.78	193.6	261781
39002	郡部	132887	4028.15	33	57230
39201	高知市	337190	308.99	1091.3	153594
39202	室戸市	13524	248.18	54.5	6512
39203	安芸市	17577	317.21	55.4	7604
39204	南国市	47982	125.3	382.9	19481
39205	土佐市	27038	91.49	295.5	10255
39206	須崎市	22606	135.44	166.9	9121
39208	宿毛市	20907	286.19	73.1	8925
39209	土佐清水市	13778	266.34	51.7	6586
39210	四万十市	34313	632.29	54.3	14771
39211	香南市	32961	126.48	260.6	12953
39212	香美市	27513	537.86	51.2	11979
39300	安芸郡	17249	563.13	30.6	7651
39301	東洋町	2584	74.06	34.9	1382
39302	奈半利町	3326	28.36	117.3	1474
39303	田野町	2733	6.53	418.5	1188
39304	安田町	2631	52.36	50.2	1146
39305	北川村	1294	196.73	6.6	582
39306	馬路村	823	165.48	5	391
39307	芸西村	3858	39.6	97.4	1488
39340	長岡郡	7535	449.28	16.8	3738
39341	本山町	3573	134.22	26.6	1688
39344	大豊町	3962	315.06	12.6	2050
39360	土佐郡	4393	307.4	14.3	1944
39363	土佐町	3997	212.13	18.8	1734
39364	大川村	396	95.27	4.2	210
39380	吾川郡	28318	803.97	35.2	11976
39386	いの町	22767	470.97	48.3	9198
39387	仁淀川町	5551	333	16.7	2778
39400	高岡郡	57506	1527.48	37.6	23950
39401	中土佐町	6840	193.28	35.4	2916
39402	佐川町	13114	100.8	130.1	5237
39403	越知町	5795	111.95	51.8	2518
39405	檮原町	3608	236.45	15.3	1560
39410	日高村	5030	44.85	112.2	1968
39411	津野町	5794	197.85	29.3	2297
39412	四万十町	17325	642.3	27	7454
39420	幡多郡	17886	376.9	47.5	7971
39424	大月町	5095	102.94	49.5	2369
39427	三原村	1574	85.37	18.4	703
39428	黒潮町	11217	188.59	59.5	4899
40000	福岡県	5101556	4986.4	1023.1	2201037
40001	市部	4448474	3688.04	1206.2	1952901
40002	郡部	653082	1298.35	503	248136
40100	北九州市	961286	491.95	1954	426325
40101	北九州市 門司区	99637	73.67	1352.5	43082
40103	北九州市 若松区	82844	71.31	1161.7	33692
40105	北九州市 戸畑区	59116	16.61	3559.1	27797
40106	北九州市 小倉北区	181878	39.23	4636.2	91253
40107	北九州市 小倉南区	212850	171.74	1239.4	88497
40108	北九州市 八幡東区	68844	36.26	1898.6	31442
40109	北九州市 八幡西区	256117	83.13	3080.9	110562
40130	福岡市	1538681	343.39	4480.9	764820
40131	福岡市 東区	306015	69.36	4412	141682
40132	福岡市 博多区	228441	31.63	7222.3	138832
40133	福岡市 中央区	192688	15.4	12512.2	116186
40134	福岡市 南区	255797	30.98	8256.8	119637
40135	福岡市 西区	206868	84.17	2457.7	88142
40136	福岡市 城南区	130995	15.99	8192.3	64606
40137	福岡市 早良区	217877	95.87	2272.6	95735
40202	大牟田市	117360	81.45	1440.9	49398
40203	久留米市	304552	229.96	1324.4	121913
40204	直方市	57146	61.76	925.3	23281
40205	飯塚市	129146	214.07	603.3	54732
40206	田川市	48441	54.55	888	20955
40207	柳川市	67777	77.15	878.5	23453
40210	八女市	64408	482.44	133.5	22109
40211	筑後市	48339	41.78	1157	17379
40212	大川市	34838	33.62	1036.2	12709
40213	行橋市	70586	70.05	1007.7	28648
40214	豊前市	25940	111.1	233.5	10070
40215	中間市	41796	15.96	2618.8	17414
40216	小郡市	57983	45.51	1274.1	20964
40217	筑紫野市	101081	87.73	1152.2	39350
40218	春日市	110743	14.15	7826.4	43720
40219	大野城市	99525	26.89	3701.2	39885
40220	宗像市	96516	119.91	804.9	38995
40221	太宰府市	72168	29.6	2438.1	29107
40223	古賀市	57959	42.07	1377.7	22320
40224	福津市	58781	52.76	1114.1	22272
40225	うきは市	29509	117.46	251.2	9940
40226	宮若市	28112	139.99	200.8	10737
40227	嘉麻市	38743	135.11	286.8	15637
40228	朝倉市	52444	246.71	212.6	19088
40229	みやま市	38139	105.21	362.5	12941
40230	糸島市	96475	215.7	447.3	34739
40300	筑紫郡	50004	74.95	667.2	18291
40305	那珂川町	50004	74.95	667.2	18291
40340	糟屋郡	225585	164.64	1370.2	83944
40341	宇美町	37927	30.21	1255.4	13119
40342	篠栗町	31210	38.93	801.7	11539
40343	志免町	45256	8.69	5207.8	17591
40344	須恵町	27263	16.31	1671.6	9919
40345	新宮町	30344	18.93	1603	10946
40348	久山町	8225	37.44	219.7	2825
40349	粕屋町	45360	14.13	3210.2	18005
40380	遠賀郡	93662	93.41	1002.7	36846
40381	芦屋町	14208	11.6	1224.8	5573
40382	水巻町	28997	11.01	2633.7	12220
40383	岡垣町	31580	48.64	649.3	11784
40384	遠賀町	18877	22.15	852.2	7269
40400	鞍手郡	23817	49.78	478.4	9724
40401	小竹町	7810	14.18	550.8	3331
40402	鞍手町	16007	35.6	449.6	6393
40420	嘉穂郡	13496	20.14	670.1	5226
40421	桂川町	13496	20.14	670.1	5226
40440	朝倉郡	31480	119.06	264.4	10509
40447	筑前町	29306	67.1	436.8	9767
40448	東峰村	2174	51.97	41.8	742
40500	三井郡	15138	22.84	662.8	5008
40503	大刀洗町	15138	22.84	662.8	5008
40520	三潴郡	14176	18.44	768.8	4556
40522	大木町	14176	18.44	768.8	4556
40540	八女郡	20183	37.94	532	7007
40544	広川町	20183	37.94	532	7007
40600	田川郡	77663	309.18	251.2	31527
40601	香春町	10861	44.5	244.1	4429
40602	添田町	9924	132.2	75.1	4029
40604	糸田町	9020	8.04	1121.9	3814
40605	川崎町	16789	36.14	464.6	7349
40608	大任町	5176	14.26	363	2052
40609	赤村	3022	31.98	94.5	1127
40610	福智町	22871	42.06	543.8	8727
40620	京都郡	55206	200.22	275.7	22868
40621	苅田町	34963	48.88	715.3	15341
40625	みやこ町	20243	151.34	133.8	7527
40640	築上郡	32672	187.77	174	12630
40642	吉富町	6627	5.72	1158.6	2589
40646	上毛町	7458	62.44	119.4	2791
40647	築上町	18587	119.61	155.4	7250
41000	佐賀県	832832	2440.68	341.2	302109
41001	市部	689229	1998.22	344.9	253305
41002	郡部	143603	442.46	324.6	48804
41201	佐賀市	236372	431.84	547.4	93306
41202	唐津市	122785	487.58	251.8	43872
41203	鳥栖市	72902	71.72	1016.5	27630
41204	多久市	19749	96.96	203.7	6847
41205	伊万里市	55238	255.25	216.4	19698
41206	武雄市	49062	195.4	251.1	16932
41207	鹿島市	29684	112.12	264.8	10124
41208	小城市	44259	95.81	461.9	14769
41209	嬉野市	27336	126.41	216.2	9214
41210	神埼市	31842	125.13	254.5	10913
41320	神埼郡	16411	43.99	373.1	5891
41327	吉野ヶ里町	16411	43.99	373.1	5891
41340	三養基郡	52062	86.86	599.4	18219
41341	基山町	17501	22.15	790.1	6321
41345	上峰町	9283	12.8	725.2	3260
41346	みやき町	25278	51.92	486.9	8638
41380	東松浦郡	5902	35.92	164.3	1918
41387	玄海町	5902	35.92	164.3	1918
41400	西松浦郡	20148	65.85	306	6900
41401	有田町	20148	65.85	306	6900
41420	杵島郡	40301	135.54	297.3	13038
41423	大町町	6777	11.5	589.3	2560
41424	江北町	9583	24.49	391.3	3225
41425	白石町	23941	99.56	240.5	7253
41440	藤津郡	8779	74.3	118.2	2838
41441	太良町	8779	74.3	118.2	2838
42000	長崎県	1377187	4132.09	333.3	560720
42001	市部	1231675	3643.03	338.1	505234
42002	郡部	145512	489.06	297.5	55486
42201	長崎市	429508	405.86	1058.3	189419
42202	佐世保市	255439	426.06	599.5	105011
42203	島原市	45436	82.97	547.6	17068
42204	諫早市	138078	341.79	404	51897
42205	大村市	92757	126.62	732.6	36070
42207	平戸市	31920	235.08	135.8	12421
42208	松浦市	23309	130.55	178.5	8994
42209	対馬市	31457	708.63	44.4	13393
42210	壱岐市	27103	139.42	194.4	10002
42211	五島市	37327	420.05	88.9	17425
42212	西海市	28691	241.59	118.8	11494
42213	雲仙市	44115	214.31	205.8	15376
42214	南島原市	46535	170.11	273.6	16664
42300	西彼杵郡	72352	49.67	1456.7	27374
42307	長与町	42548	28.73	1481	16237
42308	時津町	29804	20.94	1423.3	11137
42320	東彼杵郡	37256	167.64	222.2	12804
42321	東彼杵町	8298	74.29	111.7	2744
42322	川棚町	14067	37.35	376.6	5103
42323	波佐見町	14891	56	265.9	4957
42380	北松浦郡	16186	57.8	280	6312
42383	小値賀町	2560	25.53	100.3	1210
42391	佐々町	13626	32.27	422.2	5102
42400	南松浦郡	19718	213.94	92.2	8996
42411	新上五島町	19718	213.94	92.2	8996
43000	熊本県	1786170	7409.35	241.1	704730
43001	市部	1440120	3735.11	385.6	578450
43002	郡部	346050	3674.24	94.2	126280
43100	熊本市	740822	390.32	1898	315456
43101	熊本市 中央区	186300	25.45	7320.2	95754
43102	熊本市 東区	190451	50.19	3794.6	78406
43103	熊本市 西区	93171	89.33	1043	38944
43104	熊本市 南区	127769	110.01	1161.4	47144
43105	熊本市 北区	143131	115.34	1240.9	55208
43202	八代市	127472	681.36	187.1	47972
43203	人吉市	33880	210.55	160.9	13849
43204	荒尾市	53407	57.37	930.9	20910
43205	水俣市	25411	163.29	155.6	10639
43206	玉名市	66782	152.6	437.6	24474
43208	山鹿市	52264	299.69	174.4	19145
43210	菊池市	48167	276.85	174	16949
43211	宇土市	37026	74.3	498.3	13285
43212	上天草市	27006	126.91	212.8	10477
43213	宇城市	59756	188.61	316.8	21432
43214	阿蘇市	27018	376.3	71.8	10078
43215	天草市	82739	683.78	121	33224
43216	合志市	58370	53.19	1097.4	20560
43340	下益城郡	10333	144	71.8	3611
43348	美里町	10333	144	71.8	3611
43360	玉名郡	41131	211.46	194.5	15036
43364	玉東町	5265	24.33	216.4	1825
43367	南関町	9786	68.92	142	3560
43368	長洲町	15889	19.43	817.8	6139
43369	和水町	10191	98.78	103.2	3512
43400	菊池郡	74436	136.56	545.1	28655
43403	大津町	33452	99.1	337.6	12705
43404	菊陽町	40984	37.46	1094.1	15950
43420	阿蘇郡	37375	703.25	53.1	14453
43423	南小国町	4048	115.9	34.9	1642
43424	小国町	7187	136.94	52.5	2805
43425	産山村	1510	60.81	24.8	526
43428	高森町	6325	175.06	36.1	2463
43432	西原村	6802	77.22	88.1	2341
43433	南阿蘇村	11503	137.32	83.8	4676
43440	上益城郡	85768	783.96	109.4	30268
43441	御船町	17237	99.03	174.1	6317
43442	嘉島町	9054	16.65	543.8	3170
43443	益城町	33611	65.68	511.7	11477
43444	甲佐町	10717	57.93	185	3710
43447	山都町	15149	544.67	27.8	5594
43460	八代郡	11994	33.36	359.5	3878
43468	氷川町	11994	33.36	359.5	3878
43480	葦北郡	22334	268.07	83.3	8225
43482	芦北町	17661	233.98	75.5	6481
43484	津奈木町	4673	34.09	137.1	1744
43500	球磨郡	54940	1326.02	41.4	19259
43501	錦町	10766	85.04	126.6	3641
43505	多良木町	9791	165.86	59	3537
43506	湯前町	3985	48.37	82.4	1479
43507	水上村	2232	190.96	11.7	822
43510	相良村	4468	94.54	47.3	1504
43511	五木村	1055	252.92	4.2	461
43512	山江村	3422	121.19	28.2	1149
43513	球磨村	3698	207.58	17.8	1368
43514	あさぎり町	15523	159.56	97.3	5298
43520	天草郡	7739	67.57	114.5	2895
43531	苓北町	7739	67.57	114.5	2895
44000	大分県	1166338	6340.71	183.9	486535
44001	市部	1110821	5702.51	194.8	465340
44002	郡部	55517	638.19	87	21195
44201	大分市	478146	502.39	951.7	203515
44202	別府市	122138	125.34	974.5	55624
44203	中津市	83965	491.53	170.8	35785
44204	日田市	66523	666.03	99.9	25238
44205	佐伯市	72211	903.11	80	29574
44206	臼杵市	38748	291.2	133.1	15077
44207	津久見市	17969	79.48	226.1	7518
44208	竹田市	22332	477.53	46.8	9100
44209	豊後高田市	22853	206.24	110.8	9572
44210	杵築市	30185	280.08	107.8	12084
44211	宇佐市	56258	439.05	128.1	22524
44212	豊後大野市	36584	603.14	60.7	14326
44213	由布市	34262	319.32	107.3	13291
44214	国東市	28647	318.08	90.1	12112
44320	東国東郡	1991	6.98	285.2	879
44322	姫島村	1991	6.98	285.2	879
44340	速見郡	28058	73.32	382.7	10855
44341	日出町	28058	73.32	382.7	10855
44460	玖珠郡	25468	557.88	45.7	9461
44461	九重町	9645	271.37	35.5	3473
44462	玖珠町	15823	286.51	55.2	5988
45000	宮崎県	1104069	7735.31	142.7	462858
45001	市部	922398	4617.92	199.7	392639
45002	郡部	181671	3117.39	58.3	70219
45201	宮崎市	401138	643.67	623.2	175408
45202	都城市	165029	653.36	252.6	69965
45203	延岡市	125159	868.02	144.2	51751
45204	日南市	54090	536.11	100.9	22678
45205	小林市	46221	562.95	82.1	19498
45206	日向市	61761	336.93	183.3	24815
45207	串間市	18779	295.16	63.6	7952
45208	西都市	30683	438.79	69.9	12004
45209	えびの市	19538	282.93	69.1	8568
45340	北諸県郡	25404	110.02	230.9	9967
45341	三股町	25404	110.02	230.9	9967
45360	西諸県郡	9300	85.39	108.9	3914
45361	高原町	9300	85.39	108.9	3914
45380	東諸県郡	26951	225.82	119.3	10521
45382	国富町	19606	130.63	150.1	7606
45383	綾町	7345	95.19	77.2	2915
45400	児湯郡	71218	715.03	99.6	27397
45401	高鍋町	21025	43.8	480	8678
45402	新富町	17373	61.53	282.4	6376
45403	西米良村	1089	271.51	4	509
45404	木城町	5231	145.96	35.8	1958
45405	川南町	16109	90.12	178.8	5936
45406	都農町	10391	102.11	101.8	3940
45420	東臼杵郡	28210	1294.2	21.8	10972
45421	門川町	18183	120.51	150.9	6824
45429	諸塚村	1739	187.56	9.3	688
45430	椎葉村	2808	537.29	5.2	1128
45431	美郷町	5480	448.84	12.2	2332
45440	西臼杵郡	20588	686.93	30	7448
45441	高千穂町	12755	237.54	53.7	4678
45442	日之影町	3946	277.67	14.2	1493
45443	五ヶ瀬町	3887	171.73	22.6	1277
46000	鹿児島県	1648177	9186.94	179.4	724690
46001	市部	1459172	5956.81	245	640524
46002	郡部	189005	3230.12	58.5	84166
46201	鹿児島市	599814	547.55	1095.5	270269
46203	鹿屋市	103608	448.15	231.2	44911
46204	枕崎市	22046	74.78	294.8	10062
46206	阿久根市	21198	134.29	157.9	9196
46208	出水市	53758	329.98	162.9	22508
46210	指宿市	41831	148.84	281	18509
46213	西之表市	15967	205.66	77.6	7368
46214	垂水市	15520	162.12	95.7	6988
46215	薩摩川内市	96076	682.92	140.7	40686
46216	日置市	49249	253.01	194.7	19649
46217	曽於市	36557	390.11	93.7	16134
46218	霧島市	125857	603.18	208.7	54334
46219	いちき串木野市	29282	112.3	260.7	12159
46220	南さつま市	35439	283.59	125	15361
46221	志布志市	31479	290.28	108.4	13869
46222	奄美市	43156	308.27	140	19627
46223	南九州市	36352	357.91	101.6	15349
46224	伊佐市	26810	392.56	68.3	12110
46225	姶良市	75173	231.25	325.1	31435
46300	鹿児島郡	1163	132.54	8.8	650
46303	三島村	407	31.4	13	223
46304	十島村	756	101.14	7.5	427
46380	薩摩郡	22400	303.9	73.7	9690
46392	さつま町	22400	303.9	73.7	9690
46400	出水郡	10431	116.13	89.8	4137
46404	長島町	10431	116.13	89.8	4137
46440	姶良郡	10327	144.29	71.6	4323
46452	湧水町	10327	144.29	71.6	4323
46460	曽於郡	13241	100.67	131.5	6074
46468	大崎町	13241	100.67	131.5	6074
46480	肝属郡	37659	712.64	52.8	16801
46482	東串良町	6530	27.78	235.1	2826
46490	錦江町	7923	163.19	48.6	3442
46491	南大隅町	7542	213.57	35.3	3559
46492	肝付町	15664	308.1	50.8	6974
46500	熊毛郡	26793	788.03	34	12601
46501	中種子町	8135	137.18	59.3	3741
46502	南種子町	5745	110.36	52.1	2727
46505	屋久島町	12913	540.48	23.9	6133
46520	大島郡	66991	931.91	71.9	29890
46523	大和村	1530	88.26	17.3	709
46524	宇検村	1722	103.07	16.7	866
46525	瀬戸内町	9042	239.65	37.7	4413
46527	龍郷町	5806	81.82	71	2414
46529	喜界町	7212	56.82	126.9	3363
46530	徳之島町	11160	104.92	106.4	4960
46531	天城町	5975	80.4	74.3	2623
46532	伊仙町	6362	62.71	101.5	2885
46533	和泊町	6783	40.39	167.9	2909
46534	知名町	6213	53.3	116.6	2692
46535	与論町	5186	20.58	252	2056
47000	沖縄県	1433566	2281.12	628.4	560424
47001	市部	1110193	976.18	1137.3	439964
47002	郡部	323373	1304.76	247.8	120460
47201	那覇市	319435	39.57	8072.7	135532
47205	宜野湾市	96243	19.8	4860.8	39333
47207	石垣市	47564	229.34	207.4	20514
47208	浦添市	114232	19.48	5864.1	44041
47209	名護市	61674	210.9	292.4	26142
47210	糸満市	58547	46.62	1255.8	20647
47211	沖縄市	139279	49.72	2801.3	53325
47212	豊見城市	61119	19.6	3118.3	21780
47213	うるま市	118898	87.01	1366.5	42378
47214	宮古島市	51186	204.2	250.7	21977
47215	南城市	42016	49.94	841.3	14295
47300	国頭郡	64496	577.24	111.7	25394
47301	国頭村	4908	194.8	25.2	2061
47302	大宜味村	3060	63.55	48.2	1262
47303	東村	1720	81.88	21	748
47306	今帰仁村	9531	39.93	238.7	3490
47308	本部町	13536	54.35	249.1	5237
47311	恩納村	10652	50.82	209.6	4065
47313	宜野座村	5597	31.3	178.8	2003
47314	金武町	11232	37.84	296.8	4611
47315	伊江村	4260	22.78	187	1917
47320	中頭郡	151607	107.31	1412.8	54842
47324	読谷村	39504	35.28	1119.7	13658
47325	嘉手納町	13685	15.12	905.1	5069
47326	北谷町	28308	13.93	2032.2	10724
47327	北中城村	16148	11.54	1399.3	5541
47328	中城村	19454	15.53	1252.7	7209
47329	西原町	34508	15.9	2170.3	12641
47340	島尻郡	100235	234.88	426.7	36552
47348	与那原町	18410	5.18	3554.1	7003
47350	南風原町	37502	10.76	3485.3	12763
47353	渡嘉敷村	730	19.23	38	417
47354	座間味村	870	16.74	52	453
47355	粟国村	759	7.65	99.2	429
47356	渡名喜村	430	3.87	111.1	267
47357	南大東村	1329	30.53	43.5	686
47358	北大東村	629	13.09	48.1	333
47359	伊平屋村	1238	21.82	56.7	516
47360	伊是名村	1517	15.42	98.4	695
47361	久米島町	7755	63.65	121.8	3365
47362	八重瀬町	29066	26.96	1078.1	9625
47370	宮古郡	1194	21.99	54.3	470
47375	多良間村	1194	21.99	54.3	470
47380	八重山郡	5841	363.35	16.1	3202
47381	竹富町	3998	334.39	12	2122
47382	与那国町	1843	28.96	63.6	1080
